"","T0","T1","T2","T4","T5","T6","T7","T8"
"NFRKB",13482.0333333333,14474.8666666667,13742.7,10041.9666666667,11089.6333333333,12104.2,12281.5,11208.3
"NFS1",55824.3333333333,59434.6666666667,56975.3333333333,48804.6666666667,47994.3333333333,43694.6666666667,47258.6666666667,42297
"NFU1",18260.1666666667,17871.9,18621.3333333333,25048.3333333333,26540,25060.3333333333,27004,25749
"NFX1",544.166666666667,394.033333333333,621.5,314.933333333333,444.5,227.273333333333,542.3,297.133333333333
"NFXL1",69889,110813.333333333,106554,70722,105729.333333333,61052,111759.333333333,73352.6666666667
"NFYC",4340.03333333333,4830,3913.6,4392.76666666667,4140.03333333333,4902.83333333333,5907.16666666667,3956.76666666667
"NGDN",40241.3333333333,42304.3333333333,39047.3333333333,24377.6666666667,23567,24832.6666666667,25545.3333333333,23262
"NGLY1",584.76,581.543333333333,656.13,743.453333333333,931.913333333333,499.12,734.91,583.356666666667
"NGRN",6197.7,7036.46666666667,6066.4,5223.93333333333,5683.4,5976.46666666667,5705.53333333333,6667.83333333333
"NHEJ1",6545.86666666667,6075.13333333333,5051.86666666667,4239.23333333333,4615.6,2628.63333333333,2979.6,2629.33333333333
"NHLRC2",9384.43333333333,5755.63333333333,5366,3350.23333333333,5831.93333333333,2803.96666666667,3642.63333333333,4566.23333333333
"NHLRC3",604.803333333333,796.576666666667,920.156666666667,632.99,978.12,925.033333333333,1061.79,832.58
"NHP2",45230.6666666667,47590.6666666667,44738.6666666667,23474.3333333333,23169.3333333333,28609,25672.3333333333,25144.6666666667
"NHP2L1",68717.6666666667,70677.6666666667,67884,56380,59027,48756.3333333333,54632.6666666667,50641.3333333333
"NHS",740.436666666667,596.946666666667,758.36,675.22,806.68,497.823333333333,620.58,576.703333333333
"NHSL1",1350.2,739.85,441.123333333333,643.416666666667,1446.3,493.096666666667,737.446666666667,1426.36666666667
"NIF3L1",25317,25912.6666666667,23894.6666666667,15923.2,17359.2666666667,16088,15817.0666666667,16232.5
"NIFK",62327,65659,59867,48053.3333333333,49949.3333333333,43581,48267.3333333333,43369.6666666667
"NIN",2123.75,2595.55333333333,2479.09333333333,1527.29,1287.90333333333,1591.1,1385.12,1634.2
"NINJ1",10177.0666666667,8531.76666666667,9095.53333333333,10029.7666666667,10419.8666666667,8475.26666666667,7917.96666666667,8376.73333333333
"NIP7",24195.4666666667,34778,27006.3,22077,23621.6,26802.7666666667,29963.7333333333,21959.0333333333
"NIPA1",4850.93333333333,5211.86666666667,5063.5,5764.66666666667,7310.86666666667,6117.56666666667,6134.36666666667,5615.86666666667
"NIPA2",273.253333333333,291.15,240.333333333333,478.833333333333,737.7,558.533333333333,558.266666666667,584.6
"NIPAL3",6029.56666666667,6268.63333333333,5543.43333333333,5762.26666666667,5307.43333333333,7130.96666666667,7227.2,7133.46666666667
"NIPBL",123319.333333333,132698.666666667,133118.666666667,98749.3333333333,107841.666666667,106783,109385.333333333,107554.666666667
"NIPSNAP1",55434,53310.3333333333,51601.3333333333,53009,55392.3333333333,44865.6666666667,46052,47252.6666666667
"NIPSNAP3A",65296.6666666667,80775,73442,68496,63102.3333333333,66534.6666666667,60163.6666666667,57360.3333333333
"NIT1",13148.8,14245.4333333333,13203.2666666667,12474.9333333333,14066.1666666667,12258.8,12942.8,12179.7333333333
"NIT2",105153.666666667,112148,106668.666666667,72001.3333333333,79023.6666666667,87590.3333333333,80801,86852.6666666667
"NKAP",11421.7666666667,11998.9333333333,11150.4,10899.8666666667,12486.7,11707.4666666667,10906.8666666667,12865
"NKIRAS2",4977.63333333333,4680.86666666667,4459.36666666667,4269.36666666667,4756.33333333333,4417.16666666667,4098,4009.96666666667
"NKRF",87674.3333333333,90644.3333333333,81398,65035.3333333333,71197.6666666667,72895.3333333333,80330.6666666667,74845
"NKTR",20532.3333333333,21653.6666666667,21779.3333333333,20308,24152,19062.6666666667,20155.6666666667,18018
"NLE1",4081.46666666667,5330.93333333333,4260.53333333333,4093.13333333333,4491.5,4503.93333333333,5168.33333333333,4480.5
"NLN",61017,67791.6666666667,64449,62622.3333333333,62522,59178,62898,58980.3333333333
"NLRX1",51655,55155.3333333333,54458,54538.3333333333,54031,50319.6666666667,54829.6666666667,57863.6666666667
"NMD3",403.43,363.106666666667,498.51,167.683333333333,354.23,444.78,513.283333333333,413.196666666667
"NME1",8446.5,5086.1,7368.4,6003.16666666667,9594.06666666667,3232.8,2565.83333333333,3239.53333333333
"NME1-NME2;NME2;NME1",147732.333333333,163737,161297.666666667,131642,136395.333333333,115184.666666667,117751.666666667,104398.666666667
"NME2P1",3925.36666666667,4235.2,4921.36666666667,3979.9,4092.86666666667,3372.2,3657.53333333333,3219.93333333333
"NME3",45598,51194,50310.3333333333,35280,34478.3333333333,35192.6666666667,34048.6666666667,31406.6666666667
"NME4",3961.03333333333,4269.03333333333,3709.16666666667,4173.96666666667,5038.4,5208.9,6075.13333333333,5740.9
"NME6",7698.66666666667,8864.76666666667,8870.13333333333,7888,8953.86666666667,8085.26666666667,8424.73333333333,7853.1
"NME7",3839.55333333333,2811.29,3346.48333333333,2008.44,2049.47,2594.92,2112.16,2232.74666666667
"NMES1;C15orf48",17563.3333333333,21212.5666666667,18179.4333333333,23308.1666666667,28453,22452.7333333333,23197,23699.3666666667
"NMI",14730.5333333333,15107.2666666667,13093.6333333333,10567.9666666667,10915.0333333333,8517.2,8344.16666666667,6841.35
"NMNAT1",16898.8333333333,15449.1333333333,17979.0666666667,8793.33333333333,8989.9,11632.8333333333,11975.9333333333,13064.1
"NMNAT3",10872.9333333333,13774.7,13098.0333333333,5727.26666666667,5822.26666666667,5636.03333333333,5992.13333333333,4894.9
"NMT1",27078.3333333333,23861,22761.6666666667,11865.3333333333,11736,13207.6666666667,16077.6666666667,16510.3333333333
"NNMT",32359.6666666667,31014.3333333333,29633.6666666667,24312.3333333333,24639.6666666667,26448.3333333333,27679.3333333333,28151.3333333333
"NNT",518803.333333333,551413.333333333,536626.666666667,349303.333333333,353140,352596.666666667,350076.666666667,323353.333333333
"NO66",25867.3333333333,27309.6666666667,23926.6666666667,26326.6666666667,31072.6666666667,30321,31757.6666666667,26883.3333333333
"NOA1",22353.3333333333,25627,23310.6666666667,18186.6666666667,19225.3333333333,16933.3333333333,18324.3333333333,20477.6666666667
"NOB1",10815.3333333333,10043.3333333333,7969.46666666667,6000.8,6468.96666666667,6476.73333333333,6782.83333333333,7425.6
"NOC2L",92963.3333333333,97394,95919.6666666667,68155.3333333333,71244.3333333333,67456.6666666667,71301.3333333333,70426
"NOC3L",110055.333333333,121793.333333333,119347.333333333,67635.3333333333,70667.6666666667,83642.6666666667,81666.3333333333,81094
"NOC4L",24637.3333333333,23381.6666666667,24039.3333333333,18757,21231,15772.6666666667,17568.3333333333,18337
"NOL10",48319.6666666667,51704.6666666667,47638,32162.6666666667,33347,29484.3333333333,32627.3333333333,29476.3333333333
"NOL11",44861.3333333333,52265.6666666667,47923.6666666667,39632.3333333333,39318,37868.6666666667,42808.6666666667,35527.6666666667
"NOL12",4807.03333333333,5375.2,4875.7,3743.6,4122.5,3779.8,3663.43333333333,3545.5
"NOL3",3930.2,3048.21,2715.92666666667,2567.18333333333,2713.63666666667,2290.85333333333,2694.94666666667,2270.63666666667
"NOL4L",293.003333333333,277.79,352.233333333333,255.006666666667,230.95,296.466666666667,212.75,359.833333333333
"NOL6",88355,97017.3333333333,87372.3333333333,57131,56435,55416.6666666667,56952,55104.6666666667
"NOL7",33798,35734,32859,27444,28366.6666666667,24472,25008.6666666667,22879.3333333333
"NOL8",65851.3333333333,74550,68799,43077.6666666667,41486.3333333333,42874,41844.6666666667,41905
"NOL9",7100.5,7978.26666666667,8040.66666666667,6433.46666666667,6349.06666666667,7329.06666666667,6821,6597.83333333333
"NOLC1",263663.333333333,303123.333333333,258646.666666667,70588,68278,77012,71695.6666666667,68106.6666666667
"NOM1",24896,23976.3333333333,21810.6666666667,13486,12835.9,13450.8,13798.5,14180.5
"NOMO1",8238.1,8365,8617.66666666667,9382.8,10583.3333333333,9046.03333333333,9411.43333333333,10529.4666666667
"NOMO2;NOMO3",118814.666666667,122370,117918,115193.666666667,136104.666666667,134569.333333333,147603.333333333,145243.333333333
"NONO",208523.333333333,238066.666666667,216440,215873.333333333,236683.333333333,240953.333333333,278986.666666667,238503.333333333
"NOP10",28183,28153.6666666667,25811.6666666667,19780,20996,18532.6666666667,17762.6666666667,16945.3333333333
"NOP14",87048,90145.6666666667,84513.3333333333,56627.3333333333,55284,48467,52027.3333333333,44138.6666666667
"NOP16",53530,61320,54014.3333333333,38576.3333333333,39454.6666666667,40213,43478,40443.6666666667
"NOP2",136863.333333333,150066.666666667,141880,92777.3333333333,92448.6666666667,78653.3333333333,80754,73684.6666666667
"NOP56",263453.333333333,282810,261900,213273.333333333,221900,214840,211126.666666667,200996.666666667
"NOP58",139376.666666667,152576.666666667,144173.333333333,122423.666666667,129223.333333333,111875.333333333,119548,114027.333333333
"NOP9",14565.6666666667,14284.5,13981.8333333333,12200.2,13079.3666666667,12719.3666666667,13626.1,13654.9
"NOS1AP",17391,17790.6666666667,19014.6666666667,13730.1,13301.6,12555.1666666667,13032.2,14519.1333333333
"NOSIP",5698.29333333333,6040.61,5358.30333333333,4863.94666666667,4893.75666666667,5292.62666666667,6376.23333333333,5621.56
"NOTCH1",41681.6666666667,44891,45660.3333333333,32593.3333333333,33476,25647.3333333333,29726.6666666667,27491.6666666667
"NOTCH2",26020.3333333333,29744,29822.6666666667,24768,32228,26179.3333333333,38302.3333333333,32079.3333333333
"NOTCH3",788.96,1201.82333333333,1120.78333333333,779.450333333333,971.753333333333,1025.86333333333,974.44,974.846666666667
"NOVA2;NOVA1",19261,17760.3333333333,19838,4457.73333333333,4797.06666666667,12276.8666666667,10023.7666666667,11835.7
"NPC1",65417.6666666667,73471.3333333333,66411,84976.6666666667,96263,77373.3333333333,95147,78921.3333333333
"NPC1L1",2965.6,3081.23333333333,2913.03333333333,4565.16666666667,4612.03333333333,4199.53333333333,4706.43333333333,3902.93333333333
"NPC2",78589.6666666667,85547.6666666667,87605.3333333333,134813.333333333,156016.666666667,138203.333333333,167670,149890
"NPEPL1",587.066666666667,432.866666666667,429.4,452.5,251.913333333333,785.8,315.38,578.2
"NPEPPS",110646.333333333,118730,111828.666666667,114051.333333333,119524,98264.6666666667,107183.333333333,95104.6666666667
"NPHP4",0,0,0,0,0,0,0,0
"NPLOC4",45958,46513.3333333333,43224.6666666667,47653,54192,46327.3333333333,52358.3333333333,48600
"NPM1",497013.333333333,520353.333333333,520163.333333333,341116.666666667,334460,275076.666666667,267380,214440
"NPM3",15527.6666666667,16917.3333333333,15032.6666666667,10648.6333333333,10158.7666666667,9091.36666666667,8509.1,9091.96666666667
"NPRL2",440.066666666667,506.9,461.3,320.02,197.42,330.733333333333,353,308.176666666667
"NPRL3",1039.94333333333,566.983333333333,725.826666666667,584.8,765.65,288.523333333333,246.403333333333,652.506666666667
"NPTN;DKFZp566H1924",89315,90963.6666666667,89096,86890.6666666667,97660.3333333333,73387.6666666667,81612.6666666667,72130.6666666667
"NQO1",20033.3333333333,21086.3333333333,20378.6666666667,18637,19858,19293.3333333333,19392.6666666667,18280.3333333333
"NR1H2",722.7,548.366666666667,690.3,830.833333333333,767.1,920.833333333333,1329.1,777.166666666667
"NR2C2",27148.3333333333,28206,29280.3333333333,26922.3333333333,28435,26642.3333333333,29317.3333333333,29078
"NR2F2;NR2F1",1946.65666666667,1675.03666666667,1493.3,1433.64,1163.00333333333,1712.12666666667,2132.36666666667,2168.32666666667
"NR3C1",2707.83666666667,2447.27666666667,3072.77,2162.65,2293.93666666667,2952.88666666667,2967.19333333333,2781.11
"NRAS",15403.4333333333,16928.5666666667,15488.0333333333,8693.76666666667,10276.8666666667,8874.96666666667,9443.53333333333,8228
"NRBP1",2167.41333333333,2425.66666666667,2236.4,1910.46666666667,2587.06666666667,1925.88,2163.96666666667,2023.17666666667
"NRCAM",1950.66666666667,2088.1,2259.7,4035.53333333333,5710,6799.3,8893.93333333333,7528.26666666667
"NRD1",16209.3333333333,11997.6666666667,11725.6666666667,7969.8,9645.2,8465.46666666667,7880.96666666667,8083.13333333333
"NRDE2",4850.05,6325.66666666667,5832.4,4168,4356.99,3991.96333333333,4550.3,4213.3
"NRF1",5906.73333333333,5611.96666666667,5725.83333333333,5625.86666666667,5920.96666666667,6362.93333333333,6760.6,6605.9
"NRM",14345.7333333333,14025.4,14094.7,13659.8666666667,15843.4666666667,15035.5,13956.6333333333,14814.7666666667
"NRP2",515.133333333333,508.486666666667,501.306666666667,661.84,792.88,530.56,678.326666666667,699.686666666667
"NSA2",22559.6666666667,26141.3333333333,22664,20920,23802,21612.6666666667,25410.3333333333,23723
"NSDHL",97044.3333333333,99557.6666666667,95093.3333333333,108217,122209.666666667,112034,125575.666666667,113008
"NSF",114238.333333333,123342,119483,126069.666666667,136322,122838,132356,105175.666666667
"NSFL1C",28891.6666666667,30643.6666666667,30177,19754.3333333333,20340.6666666667,18058.6666666667,18423.3333333333,17660.6666666667
"NSL1",4664.23333333333,4763.7,5464.3,3224.57,3812.84,3323.6,3335.00666666667,3660.72
"NSMCE1",26061.3333333333,26843.6666666667,25431.6666666667,17476.6666666667,17818.3333333333,22100,23251,25596.6666666667
"NSMCE2",18531.6666666667,18536.6666666667,18266.6666666667,14723.6666666667,16594.6666666667,17700,17992,19574.3333333333
"NSMCE4A",19958.3333333333,20348,20018,17442.3333333333,17442.6666666667,17892.6666666667,19882,20810.6666666667
"NSRP1;CCDC55",18117.5666666667,15522.0333333333,15270,12683,11895.5666666667,12941.7333333333,15469.3,15276.4333333333
"NSUN2",108002.333333333,104000.666666667,94161,83970.6666666667,96088.3333333333,85145.3333333333,103106,91445.6666666667
"NSUN4",41383,46311.6666666667,43593.3333333333,38557,40137,38668,40528.6666666667,38803
"NSUN5",23128.5666666667,23458.5666666667,21860.9,20666.5,23112.8,23145.9,24416.8,23045.6
"NT5C",12607.3,14946.9666666667,14709,2800.9,3655.83333333333,4485.73333333333,3840.26666666667,4260.33333333333
"NT5C2",10759.6666666667,6725.26666666667,6574.03333333333,7905.63333333333,9793.63333333333,6632.36666666667,6883.6,7424.06666666667
"NT5C3A",40335.3333333333,42336,42415,35256.3333333333,38644,34497.3333333333,41418,38677.6666666667
"NT5DC2",29690.3333333333,36781.6666666667,34720.6666666667,34344,36718.6666666667,43651,48176.6666666667,44020.3333333333
"NT5DC3",23550.6666666667,28009.6666666667,25534,25427.6666666667,26865.6666666667,27009.3333333333,30402.6666666667,26965.3333333333
"NT5E",34674,39218,39889.6666666667,55511.3333333333,76306,54979,80079.6666666667,64821.3333333333
"NTMT1",9889.56666666667,10912.0333333333,9597.6,7459.33333333333,8022.83333333333,6570.66666666667,9456.46666666667,7339.9
"NTPCR",71172.6666666667,71091.6666666667,62274.3333333333,46804.6666666667,52087.6666666667,42692,45462,43836.3333333333
"NUB1",0,0,0,0,0,0,0,0
"NUBP1",233.393333333333,273.296666666667,287.016666666667,73.57,51.5733333333333,96.47,74.4766666666667,0
"NUBP2",676.2,701.333333333333,762.333333333333,794.6,798.466666666667,546.333333333333,1028.02333333333,689.633333333333
"NUBPL",41006.3333333333,45636.6666666667,43980.3333333333,43871.6666666667,46188,41486,43210.3333333333,33537.3333333333
"NUCB1",157216.666666667,167390,174733.333333333,155990,171810,160626.666666667,170946.666666667,172913.333333333
"NUCB2;Nucb2",43848.3333333333,43800.6666666667,46174,52250.3333333333,61224,57851.3333333333,60290,65549
"NUCKS1",84280.3333333333,76832.6666666667,72384.6666666667,46340.3333333333,45789.6666666667,40515.6666666667,61007.3333333333,48405.6666666667
"NUDC",41839,37295,34460.3333333333,23612.6666666667,23099,22534,22099,20669.3333333333
"NUDCD1",12701.6,12975.3333333333,12346.3,10494.3,9903.16666666667,9701.3,10722.2,8472.83333333333
"NUDCD2",3854.86666666667,3804.83333333333,3784.23333333333,3015.96666666667,2960.6,2191.66666666667,2775.26666666667,2063.93333333333
"NUDT1",596.03,485.34,434,463.493333333333,717.093333333333,580.056666666667,871.943333333333,599.883333333333
"NUDT12",16392,17020.6666666667,16056.3333333333,13955,15739.6666666667,15990,17152.6666666667,15536.6666666667
"NUDT16L1",10647.3666666667,10241.6333333333,8609.86666666667,8709.63333333333,9197.93333333333,9453.96666666667,10352.2,8523.36666666667
"NUDT18",0,120.78,74.6733333333333,78.9866666666667,60.0066666666667,59.62,78.7366666666667,133.98
"NUDT19",24798,25991,25843.3333333333,27212.3333333333,31024.3333333333,26421,25428.3333333333,22695.6666666667
"NUDT2",2479.46666666667,2693.06666666667,2754.51333333333,2459.38,2581.71666666667,1995.06,2096.76666666667,2011.00666666667
"NUDT21",35796,39265.3333333333,36277.3333333333,45681,47241,50428.3333333333,57714.3333333333,48313.3333333333
"NUDT4;NUDT11;NUDT10",1831,1505.83333333333,1472.53333333333,1784.4,2096.93333333333,1382.56666666667,2034.66666666667,1864.4
"NUDT5",3768.23333333333,3855.63333333333,3861.56666666667,3697.53333333333,3709.06666666667,2910.13333333333,2824.9,2595.06666666667
"NUDT6",20720.6666666667,22207.6666666667,22466.6666666667,16591.3333333333,15436,17159.6666666667,16719.3333333333,15694
"NUDT8",5678.63333333333,5820.5,5868.83333333333,6259.36666666667,5910.76666666667,4017.56666666667,4517.36666666667,4270.63333333333
"NUDT9",24079.3333333333,26718.3333333333,25782.6666666667,22268,24117.3333333333,21054,22489.6666666667,23423.6666666667
"NUFIP2",67080.3333333333,66412.3333333333,65472.6666666667,52049.3333333333,57338.6666666667,47065,47997,47703.6666666667
"NUMA1",286348.633333333,278746.883333333,299993.766666667,179083.833333333,177353.75,161758.083333333,156407.8,154643.183333333
"NUMB",57237.6666666667,58232,53788,56399,61845,61025.6666666667,68147.6666666667,61616.6666666667
"NUP107",83080.6666666667,87461,83978,61824.6666666667,67390,69830,72692.6666666667,74233.3333333333
"NUP133",125497,133000,126499,103353.666666667,114289,112470,112513,116015.333333333
"NUP153",250793.333333333,259500,252070,189106.666666667,192396.666666667,150655.333333333,162316,151292.333333333
"NUP155",142402.333333333,144683,141817,123578,131485.666666667,122206.333333333,127400.333333333,131915.333333333
"NUP160",66118.3333333333,71186.6666666667,71657.6666666667,51645,61013.6666666667,54423.6666666667,59343.3333333333,56074
"NUP188",79348,82337.6666666667,83646,69225.3333333333,75457.3333333333,69932.3333333333,77522.6666666667,79335.6666666667
"NUP205",187250,213563.333333333,207676.666666667,170080,188646.666666667,168600,190090,173900
